,Submission ID,taste,Gender,most_expensive_purchase_cat,num_cups_daily,coffee_location,fav_drink,age,is_espresso,pref_roast,whole_milk,skim_milk,half_and_half,creamer,flav_creamer,oat_milk,almond_milk,soy_milk,other_dairy,sugar,art_sweet,honey,maple_syrup,stevia,agave_nectar,brown_sugar,raw_sugar,ethnicity,employment_status
828,zKQVV8,Fruity,Male,1,2,"At home, On the go, At the office",Regular drip coffee,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
829,9dJVXE,Bright,Male,1,2,"At home, On the go",Regular drip coffee,<18 years old,False,Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
830,dY2rYo,Fruity,Male,0,1,"At a cafe, At home",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
831,KMBbkK,Caramalized,,,0,At a cafe,Cold brew,18-24 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
832,BGbNGQ,Juicy,Male,1,1,"At the office, At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
833,g5N2AO,Bold,Female,0,1,"At home, At a cafe, On the go",Latte,>65 years old,True,Dark,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
834,EPb9Y2,Fruity,Male,1,0,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
835,XeBX9e,Chocolatey,Female,0,2,"At home, At the office, On the go",Cappuccino,>65 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
836,oAVWQN,Nutty,Male,1,5,"On the go, At home, At the office, At a cafe",Pourover,35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
837,6dQoVo,Fruity,Male,1,2,"At the office, At a cafe, At home, On the go",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
838,NABzGb,Full Bodied,Male,1,1,"At home, At a cafe",Other,18-24 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
839,EPb9El,Nutty,Female,1,2,At a cafe,Cortado,25-34 years old,True,Dark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
840,pLPgv1,Full Bodied,Male,1,0,"At the office, At home, At a cafe",Cold brew,25-34 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
841,OABRKR,Juicy,Male,1,2,"At home, At a cafe",Cappuccino,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
842,24xpWb,Chocolatey,Male,0,1,"At the office, At home, On the go",Pourover,18-24 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
843,lNlxeW,Full Bodied,Male,0,3,"At home, At a cafe",Espresso,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
844,OAB6ER,Chocolatey,Male,1,1,"At the office, At home, On the go, At a cafe",Mocha,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
845,KMBbAX,Fruity,Non-binary,1,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
846,RzBppJ,,,,3,"At a cafe, At home",,18-24 years old,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
847,1r28gg,Fruity,Male,0,4,"At home, At a cafe, On the go, At the office",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
848,42NeJo,Fruity,Male,1,4,"At home, At the office, At a cafe",Espresso,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
849,ylqV46,Floral,Male,0,1,"At home, At a cafe",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
850,NABG0O,Chocolatey,,,2,"At home, At the office, At a cafe",Mocha,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
851,EPbyLB,Bright,Male,0,2,"On the go, At home, At the office",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
852,GrB8Qo,Full Bodied,,,2,"At home, At the office, On the go",Regular drip coffee,45-54 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
853,VZ129g,Juicy,Male,1,1,"At home, At a cafe",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
854,NABGBl,Chocolatey,Female,1,1,"At home, At a cafe",Latte,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Employed full-time
855,EPbyvX,Nutty,Female,0,1,"On the go, At the office",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
856,oAVXgX,Fruity,Male,0,3,"At home, At a cafe",Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
857,xdNO19,Caramalized,Female,0,0,"At the office, On the go, At home, At a cafe",Iced coffee,25-34 years old,False,Light,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
858,xdNOWd,Fruity,Male,1,1,"At home, On the go, At the office, At a cafe",Espresso,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
859,QABP67,Chocolatey,Male,1,2,"At home, At a cafe, On the go, At the office",Pourover,45-54 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
860,6dQaoJ,Bold,Other,0,2,"On the go, At a cafe, At home",Espresso,25-34 years old,True,Medium,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
861,PABVZx,Nutty,Male,1,2,"On the go, At a cafe, At home, At the office",Pourover,18-24 years old,False,Medium,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
862,QAB6Mg,Fruity,,,1,"At home, On the go",Blended drink (e.g. Frappuccino),25-34 years old,False,Light,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
863,5dqy9M,Full Bodied,Non-binary,1,2,"At the office, At home, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
864,kYRVEJ,Sweet,Male,1,1,"At home, At a cafe",Pourover,25-34 years old,False,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
865,rlrxo5,Full Bodied,Male,0,2,At a cafe,Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
866,zKQPpR,Sweet,Female,1,2,"At home, At a cafe",Pourover,35-44 years old,False,Light,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
867,WApvYR,Fruity,Male,1,0,"At home, At a cafe, At the office",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
868,NABe7W,Caramalized,Female,1,2,"At a cafe, At home, On the go, At the office",Americano,35-44 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
869,MAd98k,Fruity,Male,1,2,"At a cafe, At home, On the go, At the office",Iced coffee,25-34 years old,False,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
870,xdNe6r,Fruity,Female,1,0,At a cafe,Espresso,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
871,42NgdO,Fruity,Male,1,2,"At home, At the office, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
872,DVvlbq,Fruity,Female,0,1,"At home, At the office, At a cafe",Pourover,18-24 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
873,qbE2M2,Fruity,Male,1,1,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
874,5dqyoM,Chocolatey,Female,0,0,"None of these, At a cafe",Blended drink (e.g. Frappuccino),25-34 years old,False,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Asian/Pacific Islander,Unemployed
875,24xMzp,Fruity,Male,1,2,"At home, At the office, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
876,XeBKAd,Floral,,,2,"At a cafe, At home",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
877,oAV4YX,Fruity,Male,0,2,"At a cafe, At home",Americano,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
878,g5NRxN,Bright,Non-binary,1,1,"At a cafe, At home",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
879,42NgM5,Floral,Male,1,2,"At home, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
880,lNlPqW,Chocolatey,Female,1,1,"At home, At a cafe",Latte,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
881,42Ne8r,Fruity,Male,1,1,"At a cafe, At home",Latte,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
882,8dp00l,Bold,,,2,"At home, At a cafe",Americano,45-54 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
883,24xM5V,Juicy,Male,1,2,"At home, On the go, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Student
884,24xqAj,Floral,,,3,On the go,Pourover,35-44 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
885,OABWqp,Bright,,,2,"At the office, On the go, At home, At a cafe",Espresso,25-34 years old,True,Blonde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
886,7d9809,Nutty,,,1,"At home, At a cafe",Mocha,18-24 years old,True,Dark,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
887,XeBKZP,Chocolatey,Female,0,2,"At home, On the go, At the office",Americano,35-44 years old,True,Dark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
888,42NWaY,Fruity,Male,1,2,"At home, At a cafe, At the office",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
889,DVvrvp,Full Bodied,Female,1,2,"At home, On the go",Iced coffee,25-34 years old,False,Dark,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Hispanic/Latino,Employed part-time
890,EPbjYr,Sweet,,,0,At a cafe,Latte,,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
891,VZ1RYl,Fruity,Male,1,2,"At the office, At home, At a cafe",Pourover,18-24 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
892,WApGZk,Chocolatey,Male,1,2,"At home, On the go, At the office, At a cafe",Other,18-24 years old,False,Medium,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,White/Caucasian,Student
893,7d9BgZ,Full Bodied,Male,0,4,"At home, On the go, At the office",Regular drip coffee,35-44 years old,False,Blonde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
894,PABaYx,Fruity,Male,1,3,"At the office, On the go, At a cafe, At home",Espresso,35-44 years old,True,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
895,GrBNyk,Chocolatey,Male,0,2,"At a cafe, At the office, At home, On the go",Cortado,35-44 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
896,24xqzL,Fruity,Male,1,5,"At home, On the go, At the office",Pourover,45-54 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
897,XeBVZV,,,,3,"At a cafe, At home, At the office, On the go",Cortado,35-44 years old,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
898,eBxdOE,Nutty,Male,0,2,"At home, At the office, At a cafe",Regular drip coffee,25-34 years old,False,Medium,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,White/Caucasian,Employed full-time
899,ylqKLW,Bright,Male,1,2,"At a cafe, At home",Pourover,45-54 years old,False,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
900,ZdR4pA,Fruity,Male,1,2,"At home, At a cafe",Iced coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
901,jB0DQ4,Nutty,Male,0,0,On the go,Blended drink (e.g. Frappuccino),35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
902,qbYZR9,Fruity,Male,1,1,"At home, At the office, On the go, At a cafe",Americano,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black/African American,Employed full-time
903,XeRlWY,Caramalized,Female,1,1,"At home, At a cafe",Latte,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
904,VZ9EVv,Floral,Female,1,1,"At home, At the office, On the go",Other,25-34 years old,False,Medium,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
905,yl0Zep,Bright,Male,1,2,"At home, At a cafe",Cappuccino,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Unemployed
906,XeRlQe,Caramalized,,,2,"At a cafe, At home, At the office",Pourover,18-24 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
907,Al6PLz,Nutty,,,2,"At a cafe, On the go, At home",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
908,J2VKGX,Sweet,Male,1,2,"At the office, At home, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
909,ZdG5yV,Full Bodied,Male,0,1,"At home, At a cafe, At the office",Regular drip coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
910,RzZK14,Fruity,,,2,"At the office, At a cafe, On the go",Pourover,18-24 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
911,PA2jNB,Bright,Non-binary,0,2,"At home, At a cafe",Cortado,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
912,lN0DEk,Floral,,,1,"At the office, On the go",Latte,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
913,pL0xab,Full Bodied,,,2,"At home, At a cafe, At the office",Americano,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
914,BGL4r5,Chocolatey,Female,1,1,"On the go, At home, At a cafe",Cold brew,35-44 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Student
915,KMPQ9A,Full Bodied,Male,0,3,"At home, On the go",Latte,25-34 years old,True,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
916,6d18jo,Fruity,,,1,"At home, At a cafe",Cortado,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
917,24bEBg,Sweet,Male,1,2,"At home, At a cafe",Latte,35-44 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
918,42142r,Fruity,Male,0,2,"At home, At a cafe",Mocha,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
919,BGLzXe,Full Bodied,Male,0,3,"At home, On the go",Pourover,55-64 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
920,dYZWjK,Bright,Male,0,2,"At a cafe, At home",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
921,pLPjdJ,Juicy,Male,1,2,"At home, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
922,EPBkPl,Fruity,Male,0,0,"At home, At a cafe",Blended drink (e.g. Frappuccino),35-44 years old,False,Light,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
923,0EbQbN,Bold,Female,0,1,"At home, At a cafe",Latte,45-54 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Homemaker
924,8dJ1rA,Chocolatey,Male,0,0,At a cafe,Mocha,18-24 years old,True,Dark,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
925,aBjQgW,Juicy,Male,0,2,"At home, At the office, On the go",Americano,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
926,aBjQyy,Chocolatey,Non-binary,1,1,"At a cafe, At home",Cortado,18-24 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,White/Caucasian,Student
927,NA4p5W,Chocolatey,Male,1,1,"At the office, On the go, At home",Cold brew,25-34 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
928,8dJoAY,Bright,Male,1,2,"At the office, At a cafe, At home",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
929,OAjD6g,Sweet,,,2,"At a cafe, At home",Latte,18-24 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
930,YZo58J,Bright,Male,1,3,"At home, At a cafe",Pourover,35-44 years old,False,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
931,yl0XYW,Fruity,Male,1,1,"On the go, At a cafe, At home, At the office",Latte,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
932,7dJXK9,Sweet,Male,1,3,"At home, At the office, At a cafe",Pourover,35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
